date,product_sub_category,dma_code,organic_clicks,paid_clicks
2023-07-01,womens_apparel,1001,2,0
2023-07-01,womens_apparel,1002,6,0
2023-07-01,womens_apparel,1003,4,0
2023-07-01,womens_apparel,1004,7,0
2023-07-01,womens_apparel,1005,3,0
2023-07-01,womens_apparel,1006,5,0
2023-07-01,womens_apparel,1007,1,0
2023-07-01,womens_apparel,1008,12,0
2023-07-01,womens_apparel,1009,4,0
2023-07-01,womens_apparel,1010,5,0
2023-07-01,womens_apparel,1011,2,0
2023-07-01,womens_apparel,1012,13,0
2023-07-01,womens_apparel,1013,5,0
2023-07-01,womens_apparel,1014,3,0
2023-07-01,womens_apparel,1015,3,0
2023-07-01,womens_apparel,1016,1,0
2023-07-01,womens_apparel,1017,1,0
2023-07-01,womens_apparel,1018,3,0
2023-07-01,womens_apparel,1019,1,0
2023-07-01,womens_apparel,1020,12,0
2023-07-01,womens_apparel,1021,3,0
2023-07-01,womens_apparel,1022,5,0
2023-07-01,womens_apparel,1023,1,0
2023-07-01,womens_apparel,1024,2,0
2023-07-01,womens_apparel,1025,31,0
2023-07-01,womens_apparel,1026,0,0
2023-07-01,womens_apparel,1027,7,0
2023-07-01,womens_apparel,1028,3,0
2023-07-01,womens_apparel,1029,3,0
2023-07-01,womens_apparel,1030,3,0
2023-07-01,womens_apparel,1031,2,0
2023-07-01,womens_apparel,1032,65,0
2023-07-01,womens_apparel,1033,3,0
2023-07-01,womens_apparel,1034,2,0
2023-07-01,womens_apparel,1035,2,0
2023-07-01,womens_apparel,1036,11,0
2023-07-01,womens_apparel,1037,5,0
2023-07-01,womens_apparel,1038,5,0
2023-07-01,womens_apparel,1039,2,0
2023-07-01,womens_apparel,1040,7,0
2023-07-01,womens_apparel,1041,4,0
2023-07-01,womens_apparel,1042,3,0
2023-07-01,womens_apparel,1043,3,0
2023-07-01,womens_apparel,1044,2,0
2023-07-01,womens_apparel,1045,8,0
2023-07-01,womens_apparel,1046,4,0
2023-07-01,womens_apparel,1047,2,0
2023-07-01,womens_apparel,1048,4,0
2023-07-01,womens_apparel,1049,10,0
2023-07-01,womens_apparel,1050,0,0
2023-07-01,mens_apparel,1001,2,0
2023-07-01,mens_apparel,1002,4,0
2023-07-01,mens_apparel,1003,3,0
2023-07-01,mens_apparel,1004,6,0
2023-07-01,mens_apparel,1005,2,0
2023-07-01,mens_apparel,1006,6,0
2023-07-01,mens_apparel,1007,2,0
2023-07-01,mens_apparel,1008,21,0
2023-07-01,mens_apparel,1009,2,0
2023-07-01,mens_apparel,1010,0,0
2023-07-01,mens_apparel,1011,3,0
2023-07-01,mens_apparel,1012,7,0
2023-07-01,mens_apparel,1013,3,0
2023-07-01,mens_apparel,1014,5,0
2023-07-01,mens_apparel,1015,6,0
2023-07-01,mens_apparel,1016,3,0
2023-07-01,mens_apparel,1017,2,0
2023-07-01,mens_apparel,1018,4,0
2023-07-01,mens_apparel,1019,8,0
2023-07-01,mens_apparel,1020,11,0
2023-07-01,mens_apparel,1021,3,0
2023-07-01,mens_apparel,1022,1,0
2023-07-01,mens_apparel,1023,5,0
2023-07-01,mens_apparel,1024,4,0
2023-07-01,mens_apparel,1025,21,0
2023-07-01,mens_apparel,1026,1,0
2023-07-01,mens_apparel,1027,3,0
2023-07-01,mens_apparel,1028,4,0
2023-07-01,mens_apparel,1029,7,0
2023-07-01,mens_apparel,1030,2,0
2023-07-01,mens_apparel,1031,3,0
2023-07-01,mens_apparel,1032,47,0
2023-07-01,mens_apparel,1033,4,0
2023-07-01,mens_apparel,1034,4,0
2023-07-01,mens_apparel,1035,9,0
2023-07-01,mens_apparel,1036,11,0
2023-07-01,mens_apparel,1037,6,0
2023-07-01,mens_apparel,1038,10,0
2023-07-01,mens_apparel,1039,5,0
2023-07-01,mens_apparel,1040,2,0
2023-07-01,mens_apparel,1041,5,0
2023-07-01,mens_apparel,1042,3,0
2023-07-01,mens_apparel,1043,3,0
2023-07-01,mens_apparel,1044,4,0
2023-07-01,mens_apparel,1045,6,0
2023-07-01,mens_apparel,1046,2,0
2023-07-01,mens_apparel,1047,1,0
2023-07-01,mens_apparel,1048,3,0
2023-07-01,mens_apparel,1049,10,0
2023-07-01,mens_apparel,1050,3,0
2023-07-01,boys_apparel,1001,5,0
2023-07-01,boys_apparel,1002,2,0
2023-07-01,boys_apparel,1003,1,0
2023-07-01,boys_apparel,1004,3,0
2023-07-01,boys_apparel,1005,2,0
2023-07-01,boys_apparel,1006,5,0
2023-07-01,boys_apparel,1007,5,0
2023-07-01,boys_apparel,1008,10,0
2023-07-01,boys_apparel,1009,1,0
2023-07-01,boys_apparel,1010,2,0
2023-07-01,boys_apparel,1011,5,0
